Disease Name,Symptoms
Varicose veins,"Symptoms of varicose veins include:; If flow of blood through the veins becomes poor enough, symptoms may include:; Fullness, heaviness, aching, and sometimes pain in the legs; Visible, swollen veins; Very small veins that you can see on the surface of the skin, called spider veins.; Thigh or calf cramps (often at night); Mild swelling of feet or ankles; Itching near the varicose veins; Restless leg symptoms; Leg swelling; Leg or calf pain after sitting or standing for long periods; Skin color changes of the legs or ankles; Dry, irritated, scaly skin that can crack easily; Skin sores (ulcers) that do not heal easily; Thickening and hardening of the skin in the legs and ankles (this can happen over time)"
Tricuspid atresia,Symptoms include:; Bluish color to the skin (cyanosis) due to low oxygen level in the blood; Fast breathing; Fatigue; Poor growth; Shortness of breath
Truncus arteriosus,Symptoms include:; Bluish color to the skin (cyanosis) due to low oxygen level in the blood; Delayed growth or growth failure; Fatigue; Lethargy; Poor feeding; Rapid breathing (tachypnea); Shortness of breath (dyspnea); Widening of the finger tips (clubbing)
Patent foramen ovale,Infants with a PFO and no other heart defects do not have symptoms. Some adults with PFOs also suffer from migraine headaches.
Congenital heart disease,"Symptoms depend on the condition. Although CHD is present at birth, the symptoms may not appear right away.; Defects such as coarctation of the aorta may not cause problems for years. Other problems, such as a small VSD, ASD, or PDA may never cause any problems."
Total anomalous pulmonary venous return,"The infant may appear very sick and may have the following symptoms:; Note: Sometimes, no symptoms may be present in infancy or early childhood.; Bluish color to the skin (cyanosis) due to low oxygen level in the blood; Frequent respiratory infections; Lethargy; Poor feeding; Poor growth; Rapid breathing"
Williams syndrome,"Symptoms of Williams syndrome are:; The face and mouth of someone with Williams syndrome may show:; Feeding problems, including colic, reflux, and vomiting; Inward bend of the small finger; Sunken chest; Heart disease or blood vessel problems; Developmental delay, mild to moderate intellectual disability, learning disorders; Delayed speech that may later turn into strong speaking ability and strong learning by hearing; Easily distracted, attention deficit hyperactivity disorder (ADHD); Personality traits including being very friendly, trusting strangers, fearing loud sounds or physical contact, and being interested in music; Short height, compared to the rest of the person's biologic relatives; A flattened nasal bridge with small, upturned nose; Long ridges in the skin that run from the nose to the upper lip; Prominent lips with an open mouth; Skin that covers the inner corner of the eye; Partially missing teeth, defective tooth enamel, or small, widely spaced teeth"
Lymphatic obstruction,"The main symptom is persistent (chronic) swelling, usually of the arm or leg."
Thoracic aortic aneurysm,"Aneurysms develop slowly over many years. Most people have no symptoms until the aneurysm begins to leak or expand.; Symptoms often begin suddenly when:; If the aneurysm presses on nearby structures, the following symptoms may occur:; Other symptoms may include:; The aneurysm grows quickly.; The aneurysm tears open (called a rupture).; Blood leaks along the wall of the aorta (aortic dissection).; Hoarseness; Swallowing problems; High-pitched breathing (stridor); Swelling in the neck; Chest or upper back pain; Clammy skin; Nausea and vomiting; Rapid heart rate; Sense of impending doom"
Aneurysm,"The symptoms depend on where the aneurysm is located. If the aneurysm occurs near the body's surface, pain and swelling with a throbbing lump is often seen.; Aneurysms in the body or brain often cause no symptoms. Aneurysms in the brain may expand without breaking open (rupturing). The expanded aneurysm may press on nerves and cause double vision, dizziness, or headaches. Some aneurysms may cause ringing in the ears.; If an aneurysm ruptures, pain, low blood pressure, a rapid heart rate, and lightheadedness may occur. When a brain aneurysm ruptures, there is a sudden severe headache that some people say is the ""worst headache of my life."" The risk of neurologic injury, coma, or death after a rupture is high."
Aortic arch syndrome,"Symptoms vary according to which artery or other structure that has been affected. Symptoms may include:; Blood pressure changes; Breathing problems; Dizziness, blurred vision, weakness, and other brain and nervous system (neurological) changes; Numbness of an arm; Reduced pulse; Swallowing problems; Transient ischemic attacks (TIA)"
Blood clots,
Colitis,Symptoms can include:; Abdominal pain and bloatingÂ thatÂ may be constant or come and go; Bloody stoolsÂ; Constant urge to have a bowel movement (tenesmus); Dehydration; Diarrhea; Fever
MSG symptom complex,"Symptoms, if they occur, are usually mild and go away in a short time:; Flushing; Headache; Muscle aches; Numbness or burning in or around the mouth; Heart palpitations; Tingling; Drowsiness"
Crigler-Najjar syndrome,"Symptoms may include:; Confusion and changes in thinking; Yellow skin (jaundice) and yellow in the whites of the eyes (icterus), which begin a few days after birth and get worse over time; Lethargy; Poor feeding; Vomiting"
Gastrointestinal fistula,"Depending on where the leak is, these fistulas may cause diarrhea, and poor absorption of nutrients. Your body may not have as much water and fluids as it needs.; Some fistulas may not cause symptoms.; Other fistulas cause intestinal contents to leak through an opening in the skin."
Anal fissure,An anal fissure can be seen as a crack in the anal skin when the area is stretched slightly. The fissure is almost always in the middle. Anal fissures may cause painful bowel movements and bleeding. There may be blood on the outside of the stool or on the toilet paper (or baby wipes) after a bowel movement.; Symptoms may begin suddenly or develop slowly over time.
Duodenal atresia,"Symptoms of duodenal atresia include:; Upper abdominal swelling (sometimes); Early vomiting of large amounts, which may be greenish (containing bile); Continued vomiting even when infant has not been fed for several hours; No bowel movements after first few meconium stools"
Rectal prolapse,"The main symptom is a reddish-colored mass that sticks out from the opening of the anus, especially after a bowel movement. This reddish mass is actually the inner lining of the rectum. It may bleed slightly and can be uncomfortable and painful."
Gastroesophageal reflux in infants,"Symptoms may include:; Cough, especially after eating; Excessive crying as if in pain; Excessive vomiting during the first few weeks of life; worse after eating; Extremely forceful vomiting; Not feeding well; Refusing to eat; Slow growth; Weight loss; Wheezing or other breathing problems"
Diaphragmatic hernia,Severe breathing problems usually develop shortly after the baby is born. This is due in part to poor movement of the diaphragm muscle and crowding of the lung tissue. Problems with breathing and oxygen levels are often due to underdeveloped lung tissue and blood vessels as well.; Other symptoms include:; Bluish colored skin due to lack of oxygen; Rapid breathing (tachypnea); Fast heart rate (tachycardia)
Femoral hernia,"You may see a bulge in the upper thigh, just below the groin.; Most femoral hernias cause no symptoms. You may have some groin discomfort. It may be worse when you stand, lift heavy objects, or strain.; Sometimes, the first symptoms are:; This may mean that the intestine within the hernia is blocked. This is an emergency.; Sudden groin or thigh pain; Abdominal pain; Nausea; Vomiting"
