Disease Name,Symptoms
Turner syndrome,"Signs and symptoms of Turner syndrome may vary among girls and women with the disorder. For some girls, the presence of Turner syndrome may not be readily apparent, but in other girls, several physical features are apparent early. Signs and symptoms can be subtle, developing slowly over time, or significant, such as heart defects.
Turner syndrome may be suspected prenatally based on prenatal cell-free DNA screening — a method to screen for certain chromosomal abnormalities in a developing baby using a blood sample from the mother — or prenatal ultrasound. Prenatal ultrasound of a baby with Turner syndrome may show:
Signs of Turner syndrome at birth or during infancy may include:
The most common signs in almost all girls, teenagers and young women with Turner syndrome are short stature and ovarian insufficiency due to ovarian failure. Failure of the ovaries to develop may occur at birth or gradually during childhood, the teen years or young adulthood. Signs and symptoms of these include:
Large fluid collection on the back of the neck or other abnormal fluid collections (edema)
Heart abnormalities
Abnormal kidneys
Wide or weblike neck
Low-set ears
Broad chest with widely spaced nipples
High, narrow roof of the mouth (palate)
Arms that turn outward at the elbows
Fingernails and toenails that are narrow and turned upward
Swelling of the hands and feet, especially at birth
Slightly smaller than average height at birth
Slowed growth
Cardiac defects
Low hairline at the back of the head
Receding or small lower jaw
Short fingers and toes
Slowed growth
Early end to menstrual cycles not due to pregnancy
For most females with Turner syndrome, inability to conceive a child without fertility treatment"
Ruptured eardrum (perforated eardrum),"Signs and symptoms of a ruptured eardrum may include:
Ear pain that may subside quickly
Mucuslike, pus-filled or bloody drainage from the ear
Hearing loss
Ringing in the ear (tinnitus)
Spinning sensation (vertigo)
Nausea or vomiting that can result from vertigo"
Type 1 diabetes,"Type 1 diabetes symptoms can appear suddenly and may include:
Feeling more thirsty than usual
Urinating a lot
Bed-wetting in children who have never wet the bed during the night
Feeling very hungry
Losing weight without trying
Feeling irritable or having other mood changes
Feeling tired and weak
Having blurry vision"
Type 1 diabetes in children,"The signs and symptoms of type 1 diabetes in children usually develop quickly, and may include:
Increased thirst
Frequent urination, possibly bed-wetting in a toilet-trained child
Unintentional weight loss
Fatigue
Irritability or behavior changes
Fruity-smelling breath"
Type 2 diabetes,"Symptoms of type 2 diabetes often come on slowly. In fact, people can live with type 2 diabetes for years and not know it. When there are symptoms, they may include:
More thirst.
More urination.
More hunger.
Weight loss.
Tiredness.
Blurred vision.
Slow-healing sores.
Frequent infections.
Numbness or tingling in the hands or feet.
Areas of darkened skin, most often in the armpits and neck."
Type 2 diabetes in children,"Type 2 diabetes in children may develop so gradually that there are no noticeable symptoms. Sometimes, the disorder is diagnosed during a routine check-up.
Increased thirst
Frequent urination
Increased hunger
Fatigue
Blurry vision
Darkened areas of skin, most often around the neck or in the armpits and groin
Unintended weight loss, although this is less common in children with type 2 diabetes than in children with type 1 diabetes
Frequent infections"
Typhoid fever,"Early symptoms include:
People also may have a cough, loss of appetite and sweating.
A few weeks after symptoms start, the illness can cause problems in the intestines. People may have:
In very serious cases, people may:
These are life-threatening complications.
In some people, symptoms may return up to a few weeks after the fever has gone away.
Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).
Chills.
Headache.
Weakness and fatigue.
Muscle aches.
Stomach pain.
Diarrhea or constipation.
Rash.
Stomach pain.
Very swollen stomach.
An infection caused by gut bacteria spreading throughout the body, called sepsis.
Become confused.
Not be able to pay attention to anything around them.
Not be able to react to the world around them."
Canker sore,"Most canker sores are round or oval with a white or yellow center and a red border. They form inside your mouth — on or under your tongue, inside your cheeks or lips, at the base of your gums, or on your soft palate. You might notice a tingling or burning sensation a day or two before the sores actually appear.
There are several types of canker sores, including minor, major and herpetiform sores."
Peptic ulcer,"Many people with peptic ulcers don't have symptoms. If there are symptoms, they may include:
Dull or burning stomach pain. For some people, pain may be worse between meals and at night. For others, it may be worse after eating.
Feeling of fullness or bloating.
Belching.
Heartburn.
Nausea.
Peptic ulcers can cause bleeding from the ulcer. Then symptoms might include:
Vomiting blood, which may appear red or black.
Having dark blood in stools, or stools that are black or tarry.
Feeling dizzy or fainting."
Solitary rectal ulcer syndrome,"Signs and symptoms of solitary rectal ulcer syndrome include:
Constipation
Rectal bleeding
Straining during bowel movements
Pain or a feeling of fullness in your pelvis
A feeling of incomplete passing of stool
Passing mucus from your rectum
Fecal incontinence
Rectal pain"
Ulcerative colitis,"Ulcerative colitis symptoms can vary, depending on how serious the inflammation is and where it happens. Symptoms may include:
Diarrhea, often with blood or pus.
Rectal bleeding — passing a small amount of blood with stool.
Belly pain and cramping.
Rectal pain.
Urgency to pass stool.
Not being able to pass stool despite urgency.
Weight loss.
Fatigue.
Fever.
In children, failure to grow.
About half of the people with ulcerative colitis have mild to moderate symptoms. The course of ulcerative colitis may vary, with some people having long periods of remission."
Ulnar wrist pain,"Symptoms of ulnar wrist pain may include:
Pain that worsens when gripping something or twisting the wrist.
Loss of strength when trying to grip firmly.
Trouble moving the wrist or rotating the forearm.
A popping or clicking sound when moving the wrist."
Ulnar wrist pain,"Symptoms of ulnar wrist pain may include:
Pain that worsens when gripping something or twisting the wrist.
Loss of strength when trying to grip firmly.
Trouble moving the wrist or rotating the forearm.
A popping or clicking sound when moving the wrist."
Umbilical hernia,"An umbilical hernia creates a soft swelling or bulge near the navel. In babies who have an umbilical hernia, the bulge may be visible only when they cry, cough or strain.
Umbilical hernias in children are usually painless. Umbilical hernias that appear during adulthood may cause abdominal discomfort."
Pseudobulbar affect,"If you think you have PBA, talk to your doctor. If you have a neurological condition, you might already be treated by a doctor who can diagnose PBA. Helpful specialists include neuropsychologists, neurologists and psychiatrists.
It's suspected that many cases of pseudobulbar affect go unreported and undiagnosed due to a lack of awareness about the condition."
